1,Cyrano,さくらじま,Theo,Cyrano
2,Antonio,マコト,Siggi,Antonio
3,Pango,パトラ,Mathilda,Mathilda
4,Anabelle,あるみ,Annabell,Anabelle
5,Snooty,こまち,Hilde,Tarina
6,Annalisa,みやび,Annalena,Roberta
7,Olaf,アントニオ,Olaf,Blair
8,Teddy,たいへいた,Torsten,Teddy
9,Pinky,タンタン,Pia,Rosine
10,Curt,ガンテツ,Kurt,Curt
11,Chow,チャウヤン,Chang,Chulin
12,Nate,バッカス,Nathan,Nathan
13,Groucho,クロー,Ernst,Ronchon
14,Tutu,れんにゅう,Mandy,Tutu
15,Ursala,ネーヤ,Ursula,Oursula
16,Grizzly,ムー,Gerald,Grizzly
17,Paula,レイチェル,Paula,Wendy
18,Ike,ダイク,Ike,Isaac
19,Charlise,チャーミー,Tabea,Zabou
20,Beardo,ベアード,Berthold,Eustache
21,Klaus,クマロス,Grischa,Klaus
22,Megan,キャンディ,Dagmar,Candy
23,Jay,ツバクロ,Jan,Gérard
24,Robin,パーチク,Jule,Robie
25,Anchovy,アンチョビ,Armin,Miguel
26,Twiggy,ピーチク,Twiggy,Titi
27,Jitters,ジーニョ,Alex,Gilbert
28,Piper,レイコ,Iris,Neige
29,Admiral,イッテツ,Ansgar,Maréchal
30,Midge,うずまき,Anna,Michèle
31,Jacob,ジャコテン,Jesko,Jacob
32,Lucha,マスカラス,Lukas,Condor
33,Jacques,ジョッキー,Pierre,Jacky
34,Peck,ふみたろう,Picko,Pec
35,Sparro,ちゅんのすけ,Nestor,Darius
36,Angus,セルバンテス,Angus,Angus
37,Rodeo,ロデオ,Toro,Flèche
38,Stu,モーリス,Carlos,Beubeu
39,T-Bone,ボルシチ,Marius,Steakos
40,Coach,テッチャン,Arnold,Arnold
41,Vic,ノルマン,Klaus,Toto
42,Bob,ニコバン,Jens,Robert
43,Mitzi,マール,Miezi,Mistigri
44,Rosie,ブーケ,Sophie,Rosie
45,Olivia,オリビア,Bianca,Olivia
46,Kiki,キャビア,Kiki,Kiki
47,Tangy,ヒャクパー,Tanja,Marine
48,Punchy,ビンタ,Julian,Cédric
49,Purrl,たま,Franka,Perle
50,Moe,ジンペイ,Tristan,Momo
51,Kabuki,かぶきち,Kabuki,Kabuki
52,Kid Cat,１ごう,Pit,Câlin
53,Monique,ジェーン,Monique,Monique
54,Tabby,トラこ,Zita,Tigri
55,Stinky,アセクサ,Stefan,Tupux
56,Kitty,ショコラ,Karen,Kitty
57,Tom,バンタム,Timo,Tom
58,Merry,さっち,Mischka,Suzy
59,Felicity,みかっち,Minka,Maud
60,Lolly,ラムネ,Feline,Linette
61,Ankha,ナイル,Kleo,Neferti
62,Rudy,チャス,Heinz,Rougepif
63,Katt,ちょい,Janine,Kat
64,Raymond,ジャック,Gunnar,Raymond
65,Bluebear,グルミン,Birte,Myrtille
66,Maple,メープル,Mona,Léa
67,Poncho,ポンチョ,Toni,Théo
68,Pudge,きんぞう,Bertram,Gradub
69,Kody,アイダホ,Bernd,Bill
70,Stitches,パッチ,Berry,Miro
71,Vladimir,ガビ,Vladimir,Vladimir
72,Murphy,のりお,Michael,Eddie
73,Olive,ピッコロ,Linda,Grisa
74,Cheri,アセロラ,Claudia,Rosalie
75,June,メイ,Juna,Agnès
76,Pekoe,ジャスミン,Sandrine,Pauline
77,Chester,パンタ,Eduard,Placide
78,Barold,ニッシー,Hubert,Manu
79,Tammy,アネッサ,Tatjana,Vanessa
80,Marty,マーティー,Marty,Marty
81,Judy,みすず,Misuzu,Laura
82,Goose,ケンタ,Konrad,Pouli
83,Benedict,ぺしみち,Benedikt,Dimitri
84,Egbert,しもやけ,Waldemar,Herbert
85,Ava,ドミグラ,Gisela,Eva
86,Becky,アリア,Inga,Sonya
87,Plucky,パタヤ,Mareile,Poulette
88,Knox,キンカク,Tschiwi,Wolfram
89,Broffina,カサンドラ,Elfriede,Jo
90,Ken,クロベエ,Hannes,Ken
91,Patty,カルピ,Patricia,Margaux
92,Tipper,まきば,Angela,Valé
93,Norma,いさこ,Nelly,Norma
94,Naomi,ハナコ,Jolanda,Maiko
95,Alfonso,アルベルト,Markus,Alphonse
96,Alli,クロコ,Ali,Allie
97,Boots,ホウサク,Tilmann,Croko
98,Del,ヤマト,Krokki,Hector
99,Sly,ハイド,Steve,Chuck
100,Gayle,アリゲッティ,Rosa,Odile
101,Drago,タツオ,Frederik,Drago
102,Fauna,ドレミ,Fatima,Bibi
103,Bam,タケル,Benjamin,Nacer
104,Zell,ネルソン,Walter,Régis
105,Bruce,ブルース,Oswald,Boubou
106,Deirdre,ナディア,Dina,Bichoune
107,Lopez,トムソン,Eckart,Jon
108,Fuchsia,ジェシカ,Selina,Rosanne
109,Beau,ペーター,Martin,Stefaon
110,Diana,ナタリー,Vroni,Didi
111,Erik,チャック,Erik,Abraham
112,Chelsea,チェルシー,Chelsea,Chelsea
113,Goldie,キャラメル,Bienchen,Mirza
114,Butch,ジョン,Hasso,Avril
115,Lucky,ラッキー,Viktor,Ramsès
116,Biskit,ロビン,Keks,Crocket
117,Bones,トミ,Strolch,Nonos
118,Portia,ブレンダ,Isolde,Dalma
119,Walker,ベン,Fido,George
120,Daisy,バニラ,Doris,Naomie
121,Cookie,ペリーヌ,Rosi,Cookie
122,Maddie,マロン,Agnes,Olympe
123,Bea,ベーグル,Bea,Béa
124,Mac,チャンプ,Wuffi,Brutus
125,Marcel,もんじゃ,Ronaldo,Ismaël
126,Benjamin,ハチ,Wastl,Bernardo
127,Cherry,ハンナ,Bella,Anna
128,Shep,ボブ,Thomas,Mehdi
129,Bill,ピータン,Bill,Choco
130,Joey,リチャード,Kalle,Joseph
131,Pate,ナッキー,Daune,Terrine
132,Maelle,アンヌ,Sissi,Maëlle
133,Deena,まりも,Olivia,Mina
134,Pompom,のりっぺ,Erika,Pompon
135,Mallary,スミモモ,Marina,Mallory
136,Freckles,マグロ,Quacks,Caro
137,Derwin,ボン,Erwin,Prof
138,Drake,フォアグラ,Gustav,Colvert
139,Scoot,マモル,Helmut,Scooter
140,Weber,アチョット,Volker,Bébert
141,Miranda,ミランダ,Tanya,Maëllis
142,Ketchup,ケチャップ,Pullunda,Ketchup
143,Gloria,スワンソン,Gustavia,Déborah
144,Molly,カモミ,Monika,Molly
145,Quillson,タックン,Quentin,Narcisse
146,Opal,オパール,Olga,Opaline
147,Dizzy,ヒュージ,Bastian,Pachy
148,Big Top,３ごう,Benni,Miles
149,Eloise,エレフィン,Frauke,Éloïse
150,Margie,サリー,Elisa,Maguy
151,Paolo,パオロ,Paolo,Paolo
152,Axel,エックスエル,Axel,Axel
153,Ellie,エクレア,Elfi,Ella
154,Tucker,はじめ,Thorsten,Barry
155,Tia,ティーナ,Eleonore,Fanny
156,Chai,フィーカ,Chai,Chaï
157,Cyd,パンクス,Sid,Punk
158,Lily,レイニー,Liliane,Raina
159,Ribbot,ガチャ,Robbi,Crabot
160,Frobert,コージィ,Fritz,Verbert
161,Camofrog,フルメタル,Tarno,Milos
162,Drift,ドク,Caspar,Gordon
163,Wart Jr.,サム,Warzi,Crakos
164,Puddles,チョキ,Nele,Rénata
165,Jeremiah,クワトロ,Jörg,Jérémie
166,Tad,タンボ,Paul,Rénato
167,Cousteau,ハルマキ,Jacques,Figaro
168,Huck,ストロー,Knuth,Bajoue
169,Prince,カール,Prinz,Prince
170,Jambette,エスメラルダ,Jeanette,Gambette
171,Raddle,カックン,Sani,Fabien
172,Gigi,リンダ,Violetta,Gloria
173,Croque,タイシ,Carlo,Carlos
174,Diva,アイーダ,Dörte,Violette
175,Henry,ヘンリー,Freddy,Henri
176,Chevre,ユキ,Anette,Biquette
177,Nan,スミ,Zenobi,Nana
178,Billy,アーシンド,Hennes,Seguin
179,Gruff,ビリー,Gregor,Grognon
180,Velma,ピティエ,Wilma,Véra
181,Kidd,やさお,Bocki,Moktar
182,Pashmina,バーバラ,Pamela,Chavrina
183,Sherb,レム,Morpheus,Capri
184,Cesar,アラン,Alfredo,César
185,Peewee,ダンベル,Manfred,Gogo
186,Boone,まんたろう,Kong,Babouin
187,Louie,マッスル,Ludwig,Louis
188,Boyd,ボイド,Boyd,Primo
189,Violet,ウズメ,Konga,Gaëlle
190,Al,たもつ,Kokong,Gustave
191,Rocket,４ごう,Katrin,Gertrude
192,Hans,スナイル,Hans,Loran
193,Rilla,リラ,Rilla,Rilla
194,Hamlet,ハムスケ,Hamid,Jojo
195,Apple,アップル,Jessi,Esther
196,Graham,グラハム,Günther,Graham
197,Rodney,ジミー,Reinhold,Chico
198,Soleil,シャンティ,Samira,Stella
199,Clay,どぐろう,Dietmar,Guido
200,Flurry,ゆきみ,Emilie,Emma
201,Hamphrey,ハムジ,Heinrich,Charles
202,Rocco,ゴンザレス,Richi,Bebel
203,Bubbles,チャコ,Christin,Hippy
204,Bertha,あんこ,Berta,Bertha
205,Biff,ガブリエル,Norbert,Biff
206,Bitty,エーミー,Biggi,Potama
207,Harry,オリバー,Jürgen,Bob
208,Hippeux,ディビッド,Herbert,Paulito
209,Buck,ヴァヤシコフ,Rudi,Daniel
210,Victoria,セントアロー,Emma,Victoria
211,Savannah,サバンナ,Zara,Savana
212,Elmer,サブレ,Emil,Martin
213,Roscoe,シュバルツ,Jolly,Rosco
214,Winnie,マキバスター,Walli,Anne
215,Ed,キザノホマレ,Hermann,Édouard
216,Cleo,アイソトープ,Birgit,Cléa
217,Peaches,ドサコ,Claire,Prune
218,Annalise,シルブプレ,Annerose,Âne-lise
219,Clyde,デースケ,Tommi,Dorian
220,Colton,アンソニー,Carsten,Tony
221,Papi,オカッピ,Friedel,Bourrico
222,Julian,ジュリー,Jimmy,Lico
223,Reneigh,リアーナ,Andrea,Jennifer
224,Yuka,ユーカリ,Ute,Calypso
225,Alice,メルボルン,Konny,Alice
226,Melba,アデレード,Kornelia,Melba
227,Sydney,シドニー,Silke,Koaline
228,Gonzo,ゴンゾー,Heribert,Gonzo
229,Ozzie,ドングリ,Oskar,Koko
230,Canberra,キャンベラ,Caroline,Kolala
231,Lyman,オズモンド,Pepe,Kalyptus
232,Eugene,ロッキー,Sunny,Jamy
233,Kitt,アップリケ,Kerstin,Poquette
234,Mathilda,アザラク,Marga,Mathilde
235,Carrie,マミィ,Carola,Kanga
236,Astrid,キッズ,Astrid,Rhona
237,Sylvia,シルビア,Sylvia,Madsi
238,Walt,カンロク,Sinan,Walt
239,Rooney,マイク,Robert,Mike
240,Marcie,マリア,Marlies,Selma
241,Bud,グラさん,Dieter,Léonard
242,Elvis,キング,Leonardo,Elvis
243,Rex,サンデー,Rex,Léo
244,Leopold,ティーチャー,Leandro,Leandro
245,Mott,リック,Leonhard,Aimé
246,Rory,アーサー,Leon,Hercule
247,Lionel,ライオネル,Lorenz,Léopold
248,Nana,チッチ,Dorothea,Mireille
249,Simon,エテキチ,Simon,Simon
250,Tammi,エイプリル,Bonni,Lili
251,Monty,サルモンティ,Daniel,Lourant
252,Elise,モンこ,Steffi,Élise
253,Flip,さすけ,Pippo,Rudy
254,Shari,シェリー,Uta,Luna
255,Deli,デリー,Anton,Magogo
256,Dora,とめ,Dora,Dora
257,Limberg,らっきょ,Rafael,Gruyère
258,Bella,イザベラ,Susi,Belle
259,Bree,サラ,Jenny,Quenotte
260,Samson,ピース,Samson,Samson
261,Rod,ジャン,Manni,Marcel
262,Candi,かんゆ,Renate,Sucrette
263,Rizzo,ちょろきち,Ricky,Sourizzi
264,Anicotti,ラザニア,Eva,Annie
265,Broccolo,ブロッコリー,Fritzi,Steven
266,Moose,ピン,Mausbert,Joachim
267,Bettina,マルコ,Schoki,Sabrina
268,Greta,ふくこ,Gretel,Greta
269,Penelope,チューこ,Penelope,Missy
270,Chadder,チーズ,Charlie,Mozzar
271,Octavian,おくたろう,Ottfried,Octave
272,Marina,タコリーナ,Marianne,Marina
273,Zucker,タコヤ,Ottokar,Marvin
274,Queenie,タキュ,Isabella,Reine
275,Gladys,ちとせ,Sandra,Gladys
276,Sandy,ラン,Senta,Ottie
277,Sprocket,ヘルツ,Lutz,Laflèche
278,Julia,ジュリア,Julia,Julie
279,Cranston,トキオ,Guido,Gabin
280,Phil,ケイン,Ingo,Phil
281,Blanche,しのぶ,Christa,Sophie
282,Flora,フララ,Flora,Justine
283,Phoebe,ヒノコ,Philippa,Faustine
284,Apollo,アポロ,Apollo,Apollon
285,Amelia,アンデス,Adelheid,Aurélie
286,Pierce,セバスチャン,Adrian,Napoléon
287,Buzz,ひでよし,Balduin,Phébus
288,Avery,クスケチャ,Quetzal,Faust
289,Frank,ハルク,Arthur,Greggae
290,Sterling,ギンカク,Horst,Manfred
291,Keaton,フランク,Kai,Enzo
292,Celia,ティファニー,Lora,Garance
293,Aurora,オーロラ,Sonja,Aurore
294,Roald,ペンタ,Roland,Reynald
295,Cube,ビス,Cube,Cube
296,Hopper,ダルマン,Hauke,Victor
297,Friga,サブリナ,Frieda,Friga
298,Gwen,ポーラ,Judith,Gwen
299,Puck,ホッケー,Puck,Hervé
300,Wade,カマボコ,Staksi,Miglou
301,Boomer,ショーイ,Max,Ethan
302,Iggly,のりまき,Pingi,Urbain
303,Tex,ボルト,Matze,Émilien
304,Flo,レイラ,Susanne,Nora
305,Sprinkle,フラッペ,Svenja,Laurie
306,Curly,ハムカツ,Oink,Tirbou
307,Truffles,トンコ,Luzie,Trufa
308,Rasher,グレオ,Ede,Salami
309,Hugh,クッチャネ,Hugo,Bonno
310,Lucy,ルーシー,Larissa,Lucie
311,Spork,ポーク,Schwarte,Justin
312,Cobb,ハカセ,Rolo,Porken
313,Boris,ダリー,Bolle,Boris
314,Maggie,マーガレット,Magda,Marjorie
315,Peggy,ちえり,Quiekie,Rose
316,Gala,ためこ,Oinka,Camille
317,Chops,トンファン,Clemens,Aaron
318,Kevin,イノッチ,Kevin,Jean-Bon
319,Pancetti,ブリトニー,Brigitte,Lydie
320,Agnes,アグネス,Nora,Pansy
321,Bunnie,リリアン,Mimmi,Clara
322,Dotty,マーサ,Doro,Dorothée
323,Coco,やよい,Koko,Coco
324,Snake,モモチ,Philip,Jeannot
325,Gaston,モサキチ,Gaston,Gaston
326,Gabi,ペチカ,Gabi,Gaby
327,Pippy,ロッタ,Lotta,Nadia
328,Tiffany,バズレー,Michelle,Tiphaine
329,Genji,ゲンジ,Aki,Kali
330,Ruby,ルナ,Rubina,Rubis
331,Doc,トビオ,Gustl,Doc
332,Claude,ビネガー,Claude,Claude
333,Francine,フランソワ,Manu,Nadine
334,Chrissy,クリスチーヌ,Anne,Kristine
335,Hopkins,プースケ,Poldi,Grignote
336,O'Hare,サントス,Nico,Civet
337,Carmen,チョコ,Hilda,Zoé
338,Bonbon,ミミィ,Henrike,Sylvette
339,Cole,アマミン,Karl,Épicure
340,Mira,ミラコ,Mira,Grisette
341,Toby,トビー,Toby,Toby
342,Tank,くるぶし,Frank,Ben
343,Rhonda,ユメコ,Regina,Renée
344,Spike,スクワット,Atze,Rhino
345,Hornsby,みつお,Rüdiger,Cornio
346,Merengue,パティ,Maria,Patty
347,Renée,おさい,Ilona,Rina
348,Vesta,メリヤス,Dolly,Hélaine
349,Baabara,トロワ,Babsi,Bêêtty
350,Eunice,モヘア,Edith,Bérénice
351,Stella,アクリル,Stella,Bigoudi
352,Cashmere,ラムール,Lana,Cashmir
353,Willow,マリー,Natascha,Maï
354,Curlos,カルロス,Locke,Tonton
355,Wendy,みぞれ,Wolli,Karen
356,Timbra,つかさ,Tippsi,Sélène
357,Frita,ウェンディ,Martina,Clarabêl
358,Muffy,フリル,Marion,Charlène
359,Pietro,ジュペッティ,Pietro,Pietro
360,Étoile,エトワール,Etoile,Étoile
361,Dom,ちゃちゃまる,Dominik,Bouloche
362,Peanut,ももこ,Paulina,Rachida
363,Blaire,シルエット,Klara,Cachou
364,Filbert,リッキー,Felix,Filibert
365,Pecan,レベッカ,Noisette,Pécan
366,Nibbles,ガリガリ,Knuspi,Lola
367,Agent S,２ごう,Karin,Ninjette
368,Caroline,キャロライン,Ricarda,Isabelle
369,Sally,ララミー,Hanne,Damia
370,Static,スパーク,Rudolf,Électro
371,Mint,ミント,Marika,Amande
372,Ricky,カジロウ,Ronny,Rocky
373,Cally,パセリ,Hörnchen,Célia
374,Tasha,ナターシャ,Natalja,Nadeige
375,Sylvana,もんぺ,Maren,Mounia
376,Poppy,グミ,Trita,Irène
377,Sheldon,クリス,Steffen,Roy
378,Marshal,ジュン,Huschke,Mathéo
379,Hazel,アイリス,Nadine,Pamela
380,Rolf,チョモラン,Boris,Ralf
381,Rowan,ゴメス,Gisbert,Marito
382,Tybalt,ハリマオ,Arne,Jeff
383,Bangle,ルーズ,Tamara,Bengale
384,Leonardo,ヒョウタ,Tim,Dolph
385,Claudia,マリリン,Lilly,Vanina
386,Bianca,コユキ,Bettina,Noémie
387,Chief,チーフ,Sascha,Chef
388,Lobo,ブンジロウ,Lupo,Lobo
389,Wolfgang,ロボ,Weber,Wolfgang
390,Whitney,ビアンカ,Lupa,Blanche
391,Dobie,けん,Sigmund,Loupiot
392,Freya,ツンドラ,Freya,Luppa
393,Fang,シベリア,Grimm,Pierrot
394,Vivian,ヴァネッサ,Viviane,Viviane
395,Skye,リリィ,Sabine,Marilou
396,Kyle,リカルド,Wolfgang,Gary
397,Audie,モニカ,Katharina,Monica
398,Cyrus,カイゾー,Björn,Serge
399,Reese,リサ,Rosina,Risette
400,Chip,うおまさ,Bartholo,Castor
401,C.J.,ジャスティン,Lomeus,Pollux
402,Joan,カブリバ,Sigrid,Porcella
403,Daisy Mae,ウリ,Jorna,Porcelette
404,Katrina,ハッケミィ,Smeralda,Astrid
405,Nat,カメヤマさん,Carleon,Djarod
406,Flick,レックス,Carlson,Djason
407,Saharah,ローラン,Aziza,Sarah
408,Copper,おまわりさん,Harry,Maret
409,Booker,おまわりさん,Wuff,Chausset
410,Wilbur,ロドリー,Udo,Rodrigue
411,Orville,モーリー,Bodo,Morris
412,Redd,つねきち,Reiner,Rounard
413,Phineas,パロンチーノ,Helios,Hélium
414,Gracie,グレース,Grazia,Carla
415,Wisp,ゆうたろう,Buhu,Follet
415,Wisp,ゆうたろう,Buhu,Follet
415,Wisp,ゆうたろう,Buhu,Follet
415,Wisp,ゆうたろう,Buhu,Follet
416,Gulliver,ジョニー,Gulliver,Gulliver
417,Label,ことの,Minna,Tiquette
418,Mabel,きぬよ,Tina,Layette
419,Sable,あさみ,Sina,Cousette
420,Grams,ゲコ,Bonnie,Mamiral
421,Leilani,クーコ,Lore,Liliane
422,Kapp'n,かっぺい,Käpten,Amiral
423,Leila,クク,Lotte,Lila
424,Katie,まいこちゃん,Katja,Cathie
425,Blanca,あやしいネコ,Blanka,Blanca
426,Porter,えきいんさん,Flip,Lazare
427,Don,ラケットさん,Don,Don
428,Resetti,リセットさん,Resetti,Resetti
429,Lottie,タクミ,Karlotta,Lou
430,Lyle,ホンマさん,Fred,Lionel
431,Blathers,フータ,Eugen,Thibou
432,Celeste,フーコ,Eufemia,Céleste
433,Pavé,ベルリーナ,Pavo,Roberto
434,Brewster,マスター,Kofi,Robusto
435,Jack,パンプキング,Jakob,Jacqu'O
436,Pelly,ぺりこ,Pelly,Opélie
437,Phyllis,ぺりみ,Peggy,Élisabec
438,Pete,ぺりお,Peter,Antoine
439,Harriet,カットリーヌ,Trude,Ginette
440,Zipper,ぴょんたろう,Ohs,Albin
441,Timmy,まめきち,Nepp,Méli
442,Tom Nook,たぬきち,Tom Nook,Tom Nook
443,Tommy,つぶきち,Schlepp,Mélo
444,Jingle,ジングル,Chris,Rodolphe
445,Pascal,ラコスケ,Johannes,Pascal
446,Kicks,シャンク,Schubert,Blaise
447,Leif,レイジ,Gerd,Racine
448,Harvey,パニエル,Harvey,Joe
449,Isabelle,しずえ,Melinda,Marie
450,Digby,ケント,Moritz,Max
451,Luna,ゆめみ,Serenada,Serena
452,K.K.,とたけけ,K.K.,Kéké
453,DJ KK,DJ K.K,DJ K.K.,DJ Kéké
454,Tortimer,コトブキ,Törtel,Tortimer
455,Franklin,フランクリン,Gernod,Dindou
456,Shrunk,ししょー,Samselt,Ciboulot
457,Wendell,セイイチ,Winci,Morsicus
458,Rover,みしらぬネコ,Olli,Charly
